title,authors,genre,thumbnail,description,average_rating,cluster
Morgan's Run,Colleen McCullough,Fiction,http://books.google.com/books/content?id=XtgXaI7yBrMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,colleen mccullough captivate million with her beloved worldwide bestseller the thorn bird now she take reader to the birth of modern australia with a breathtaking saga brim with drama history and passion it be one of the great human experiment ever undertake to populate an unknown continent with the criminal of english society for richard morgan twelve month as a prisoner on the high sea would be just the beginning in a soultrying test to survive in a hostile new land where against all odd he would find a new love and a new life from the dank cell of england prison to the unforgive frontier of the eighteenthcentury outback morgans run be the epic tale of one man whose strength and character help settle a country and define its future,3.94,0
The October Horse,Colleen McCullough,Fiction,http://books.google.com/books/content?id=XWWDrNeqFgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,now in paperbackthe sweep epic of ancient rome from the 1 bestselle author of the thorn bird that bring to life gaius julius caesar during the last day of the roman republic,4.28,0
Bag of Bones,Stephen King,Fiction,http://books.google.com/books/content?id=cnKmAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,plague by vivid nightmare of the summer house he have share with his late wife grieve widower mike noonan return to his former maine getaway only to find a town in the grip of a ruthless millionaire and torment by a series of ghostly visitation reprint,3.89,0
Wither,J G Passarella,Fiction,http://books.google.com/books/content?id=L3ANZWIU2RgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,when a quiet college town be invade by bloodhungry demon a savvy college freshman team up with a local amateur historian to uncover a terrifying crime in the town past reprint,3.72,0
The Last Dance,Ed McBain,Fiction,http://books.google.com/books/content?id=OGxiKastPxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,in this city you can get anything do for a price if you want someone eyeglass smash it ll cost you a subway token you want his fingernail pull out his leg break you want he hurt so bad he s an invalid his whole life you want himkille let I talk to someone it can be do the hang death of a nondescript old man in a shabby little apartment in a meager section of the 87th precinct be nothing much in this city especially to detective carella and meyer but everyone have a story and this old mans story stand to make some people a lot of money his story take carella meyer brown and week on a search through isolas seedy strip club and to the bright light of the theater district there they discover an upcoming musical with tie to a mysterious drug and a killer who stay until the last dance,3.69,0
The Empty Chair,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=xLPy2D0d2F4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,renowned criminalist lincoln rhyme face his ultimate opponent a kidnapper and murderer dub the insect boy but rhyme be in for a surprise when he learn that catch a criminal be one thingand keep he be another now rhyme in north carolina to undergo risky spinal cord surgery find himself hunt a ruthless killer in the heart of a southern swampland and go headtohead with his protg amelia sachs in a rivalry that test the limit of both their expertise and their love,4.07,0
Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,Fiction,http://books.google.com/books/content?id=dxBMJjQA_WsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,include photograph summary of each dirk pitt novel an interview with cussler and dirk pitt trivia question,3.88,0
All Through the Night,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=XYXRNUVVCeIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,alvirah an amateur detective and her husband willy investigate when an afterschool shelter for neighborhood kid be prevent from move into a neighboring building by a couple live there who claim to have inherit it,3.7,0
The Fuck Up,Arthur Nersesian,Fiction,http://books.google.com/books/content?id=Szo1AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,a dark comedy of urban life feature an aspiring but incompetent writer who be dump by his girlfriend fire for ask for a raise and stumble into a robbery,3.57,0
How to Stop Worrying and Start Living,Dale Carnegie,Psychology,http://books.google.com/books/content?id=zHBEKfn52l4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,the first trade paperback edition of the classic guide to conquer the fear and worry that prevent individual from live full and happy life offer practical advice on how to eliminate business and financial anxiety turn criticism into an advantage avoid fatigue and more reprint 25000 first print,4.11,7
Present Tense,L. A. Graf,Fiction,http://books.google.com/books/content?id=mXg_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,after the enterprise be hurtle three day into the past by the explosion of a die world expedition to the surface of that world take on a perilous new meaning when captain kirk and dr mccoy mysteriously vanish,3.65,0
Salem's Lot,Stephen King,Fiction,http://books.google.com/books/content?id=ZZ-fPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,in a classic tale of horror by stephen king a man return to his hometown of jerusalem lot maine only to find it infest with vampire reprint,4.01,0
Ice,V. C. Andrews,Fiction,http://books.google.com/books/content?id=kdBWlQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ice goodman a troubled young girl must draw on her extraordinary singing voice to escape the tragedy deception and her mother jealousy that threaten to destroy her world original,3.75,0
The Living Blood,Tananarive Due,Fiction,http://books.google.com/books/content?id=JGMqSE_qFMgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,struggle to rebuild her life after the disappearance of her husband and the death of her old daughter jessica discover that her other daughter inherit her father immortality and set out for africa for guidance,4.33,0
Diablo: Legacy of Blood,Richard A. Knaak,Fiction,http://books.google.com/books/content?id=W447TRc7bk4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,in a novel base on the popular computer game norrec vizharan stumble upon the ancient armor of bartuc the legendary warlord of blood a cursed artifact that draw norrect into a torture struggle against his own bloodthirsty desire as he search for the truth about the terrifying curse before he be lose to the darkness forever or fall into the hand of the evil demon pursue he original a blizzard entertainment mrate electronic game horror,3.77,0
The Girl Who Loved Tom Gordon,Stephen King,Fiction,http://books.google.com/books/content?id=dtjKROABhp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,the acclaimed 1 new york times and undisputed king of horror stephen king offer a frightening suspense novel about a young girl who become lose in the wood as night fall on a sixmile hike on the mainenew hampshire branch of the appalachian trail nineyearold trisha mcfarland quickly tire of the constant bickering between her old brother pete and her recently divorce mother but when she wander off by herself and then try to catch up by attempt a shortcut she become lose in a wilderness maze full of peril and terror as night fall trisha have only her ingenuity as a defense against the element and only her courage and faith to withstand her mount fear for solace she tune her walkman to broadcast of boston red sox baseball game and follow the gritty performance of her hero relief pitcher tom gordon and when her radio reception begin to fade trisha imago that tom gordon be with herprotecte she from an alltooreal enemy who have leave a trail of slaughter animal and mangle tree in the dense dark wood,3.58,0
Venice: Lion City,Garry Wills,History,http://books.google.com/books/content?id=OaarttemhYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,a unique historical perspective on venice one of the world most fascinating city during the fifteenth and sixteenth century be tell through the art which be connect to its imperial religion and which detail the labor warfare government prayer and discipline of the time reprint,3.74,4
Uncle Shelby'S Abz Book,Shel Silverstein,Education,http://books.google.com/books/content?id=aPEfnSNCURwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,write for an adult audience the popular children book author present a humorous satire of alphabet book,4.37,7
